"Products","Months","Total Sales ($)"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","06/2021","331,706.30420700007"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","01/2020","330,040.08336499997"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","05/2019","329,982.653121"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","02/2020","329,894.449551"
"Source Cannabis - Quest - Flower (Gram)","06/2019","328,396.89539599995"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","12/2020","328,254.88731200004"
"Source Cannabis - Quest - Flower (Gram)","03/2020","328,165.58360199997"
"Concentrate - Strain Blends - Oil Cartridge","11/2018","328,053.8670770001"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","03/2021","327,997.905229"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","08/2019","327,797.255671"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","11/2020","327,631.267652"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","03/2020","327,621.8806089999"
"Concentrate - Strain Blends - Oil Cartridge","02/2020","327,291.00164599984"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","09/2020","327,022.135317"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","04/2020","326,371.591412"
"Up North Humboldt - Durban Poison - Flower (Gram)","01/2019","326,211.943616"
"Caliva - Alien OG - Flower (Gram)","03/2019","325,299.441448"
"Concentrate - Strain Blends - Oil Cartridge","07/2021","324,786.86754600005"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","02/2021","324,773.704661"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","03/2020","324,594.37704999995"
"Private Label - Vape Pen","09/2021","324,021.190843"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","10/2020","324,019.32865"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","02/2020","323,537.311116"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","01/2021","323,273.297012"
"Pacific Stone - Private Reserve OG - Flower (Gram)","03/2020","323,236.34586899995"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","06/2021","323,131.20010200003"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","02/2020","322,533.46421599993"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","09/2020","322,364.171634"
"Up North Humboldt - Durban Poison - Flower (Gram)","04/2021","321,927.76841500006"
"Level - ProTab - Indica, 10 Count, 250mg THC","06/2019","321,849.708626"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","12/2020","321,152.419756"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","01/2020","320,693.989525"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","06/2020","320,399.728784"
"Up North Humboldt - Durban Poison - Flower (Gram)","12/2018","319,320.501842"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","01/2020","319,195.62694299995"
"Level - ProTab - Indica, 10 Count, 250mg THC","03/2021","319,152.075527"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","06/2021","319,115.790299"
"Pacific Stone - Private Reserve OG - Flower (Gram)","07/2020","318,234.232283"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","01/2020","317,612.782212"
"Level - ProTab - Sativa, 10 Count, 250mg THC","06/2019","317,515.575448"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","07/2019","317,304.738292"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","07/2019","316,101.951333"
"Connected Cannabis Co. - Gushers - Flower (Gram)","10/2019","315,943.269005"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","07/2021","315,916.83320500003"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","08/2021","315,831.52174199995"
"Source Cannabis - Quest - Flower (Gram)","04/2019","315,829.200966"
"Pacific Stone - Private Reserve OG - Flower (Gram)","12/2020","315,609.542226"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","08/2020","315,530.95653"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","06/2020","315,120.355536"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","01/2020","315,011.359222"
"Wyld - Gummies - 2:1 - Indica - 50mg CBN - Elderberry, 10 Count, 100mg THC","11/2020","314,401.084624"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","02/2020","314,288.823665"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC","01/2019","314,221.357038"
"Level - ProTab - Sativa, 10 Count, 250mg THC","03/2021","314,163.840205"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","02/2020","313,777.16364399996"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","10/2020","313,568.418407"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","04/2020","313,425.64461400005"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","11/2020","313,327.3165639999"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","11/2020","313,000.643401"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","05/2020","312,421.763277"
"Caliva - Alien OG - Flower (Gram)","02/2019","311,992.459622"
"Caliva - Alien OG - Flower (Gram)","05/2019","311,958.68767500005"
"Level - ProTab - Sativa, 10 Count, 250mg THC","01/2021","311,554.95254300005"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","04/2020","310,274.787772"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","05/2020","310,253.96450199996"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","07/2019","310,008.56951099995"
"Level - ProTab - Sativa, 10 Count, 250mg THC","04/2019","308,564.799115"
"Fun Uncle - Shotgun OG - Flower (Gram)","06/2019","308,003.43895399995"
"Caliva - Alien OG - Flower (Gram)","08/2021","307,968.24696"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","05/2021","307,051.38316499995"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","10/2018","306,831.099885"
"THC Design - Crescendo - Flower (Gram)","05/2020","306,142.824423"
"Source Cannabis - Quest - Flower (Gram)","03/2019","305,903.04663"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","08/2021","305,297.751072"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC","09/2019","305,245.85660199996"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","04/2021","305,158.829377"
"Level - ProTab - Indica, 10 Count, 250mg THC","05/2019","304,182.529527"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","02/2021","303,518.269982"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","01/2020","303,205.763706"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","03/2021","302,670.56326900003"
"THC Design - Crescendo - Flower (Gram)","12/2019","302,162.55691000004"
"Stiiizy - Vape Pen","02/2020","302,127.174063"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","09/2021","300,485.28529699997"
"Level - ProTab - Sativa, 10 Count, 250mg THC","07/2019","300,334.828889"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","08/2020","299,654.64074099995"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","10/2020","299,637.76209699997"
"Fun Uncle - Shotgun OG - Flower (Gram)","07/2020","299,555.98540500004"
"Level - ProTab - Sativa, 10 Count, 250mg THC","05/2019","299,065.226363"
"Up North Humboldt - Durban Poison - Flower (Gram)","03/2021","298,770.316506"
"Connected Cannabis Co. - Gushers - Flower (Gram)","09/2020","298,444.36472300004"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","08/2019","298,152.083918"
"Up North Humboldt - Durban Poison - Flower (Gram)","06/2019","297,883.13545700005"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","09/2020","297,839.53124100005"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","05/2020","297,492.852054"
"Pacific Stone - Wedding Cake - Flower (Gram)","12/2019","297,168.165608"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","09/2020","297,011.642385"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","02/2021","296,854.612547"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","11/2020","296,793.37856999994"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","10/2020","296,583.40433199995"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","06/2020","296,548.099077"
"Caliva - Alien OG - Flower (Gram)","08/2019","295,928.38074099994"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","07/2020","295,897.869013"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","08/2021","295,808.98620600003"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","06/2020","295,581.076143"
"Source Cannabis - Quest - Flower (Gram)","04/2021","294,873.71756300004"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","08/2021","293,501.56773999997"
"Concentrate - Strain Blends - Live Resin","06/2020","293,330.39370900014"
"Level - ProTab - Indica, 10 Count, 250mg THC","04/2021","292,820.21597300004"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","09/2020","292,433.781597"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","06/2019","292,174.77223999996"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","09/2019","291,590.790178"
"Concentrate - Strain Blends - Live Resin","03/2020","290,916.258488"
"Level - ProTab - Indica, 10 Count, 250mg THC","02/2021","290,432.479122"
"Caliva - Alien OG - Flower (Gram)","11/2018","290,344.936345"
"Connected Cannabis Co. - Gushers - Flower (Gram)","09/2019","290,212.840375"
"Level - ProTab - Indica, 10 Count, 250mg THC","07/2019","289,985.619267"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","03/2021","289,784.809792"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","07/2021","289,455.460821"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","06/2021","289,328.021588"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","11/2018","288,870.739274"
"Level - ProTab - Indica, 10 Count, 250mg THC","05/2021","288,738.112684"
"Fun Uncle - Shotgun OG - Flower (Gram)","07/2019","288,555.435196"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","07/2019","288,458.386154"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","01/2021","288,133.685637"
"Source Cannabis - Quest - Flower (Gram)","02/2021","287,810.16181900003"
"Concentrate - Strain Blends - Oil Cartridge","09/2021","286,879.54287500004"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","09/2021","286,861.341596"
"Concentrate - Strain Blends - Distillate Cartridge","03/2020","286,374.05956199986"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","06/2021","286,003.75613299996"
"Caliva - Alien OG - Flower (Gram)","04/2019","285,380.77340299997"
"Level - ProTab - Sativa, 10 Count, 250mg THC","04/2021","284,752.892459"
"Level - ProTab - Indica, 10 Count, 250mg THC","03/2019","284,667.689827"
"Stiiizy - Vape Pen","12/2019","284,430.07550700003"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC","06/2019","283,481.887056"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","07/2019","283,388.77861100005"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","08/2020","283,057.428382"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","12/2019","282,702.242055"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","06/2021","282,473.884699"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","04/2021","282,272.21374"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD","07/2019","282,007.67913"
"Connected Cannabis Co. - Gushers - Flower (Gram)","03/2019","281,970.742431"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","04/2020","281,622.0318790001"
"Connected Cannabis Co. - Gushers - Flower (Gram)","04/2019","280,740.979024"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","11/2020","280,429.477567"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","07/2020","278,751.666281"
"Source Cannabis - Quest - Flower (Gram)","05/2021","278,568.899637"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","09/2020","277,825.262626"
"Up North Humboldt - Durban Poison - Flower (Gram)","05/2021","277,464.635382"
"Fun Uncle - Shotgun OG - Flower (Gram)","05/2020","277,462.390068"
"Level - ProTab - Indica, 10 Count, 250mg THC","07/2021","277,346.12032600003"
"Source Cannabis - Quest - Flower (Gram)","01/2020","276,459.53549000004"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC","12/2018","276,187.381845"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","04/2020","275,401.820943"
"Level - ProTab - Sativa, 10 Count, 250mg THC","05/2021","275,350.28515999997"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","02/2021","275,178.64716299996"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","06/2019","275,123.494406"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","02/2021","275,000.20588699996"
"Source Cannabis - Quest - Flower (Gram)","11/2020","274,987.168058"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","09/2021","274,663.351583"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","12/2019","274,638.700269"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","12/2020","274,537.347705"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","07/2021","273,481.152993"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","10/2020","273,433.862622"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","08/2021","273,425.20143300004"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","08/2021","272,173.13818400004"
"Infused Pre Roll - Strain Blends - Infused Pre-Rolled, 1.00g, 1 Pack","12/2019","271,318.23943899997"
"THC Design - Crescendo - Flower (Gram)","11/2019","271,180.658603"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","01/2021","271,179.82649600005"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","01/2021","270,210.815466"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","05/2021","267,671.253921"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","07/2020","266,652.168449"
"Up North Humboldt - Durban Poison - Flower (Gram)","05/2019","265,235.06707299995"
"Level - ProTab - Sativa, 10 Count, 250mg THC","03/2019","263,557.430554"
"Level - ProTab - Sativa, 10 Count, 250mg THC","07/2021","263,514.978691"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","08/2021","263,494.850509"
"Pacific Stone - Private Reserve OG - Flower (Gram)","06/2020","263,341.809714"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","04/2020","262,856.07831500005"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","10/2019","262,836.83056800003"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","05/2021","262,742.552348"
"Up North Humboldt - Durban Poison - Flower (Gram)","01/2021","262,690.81368400005"
"Private Label - Vape Pen","04/2020","262,557.031667"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","02/2021","261,754.607639"
"Fun Uncle - Shotgun OG - Flower (Gram)","04/2020","260,820.967221"
"Level - ProTab - Sativa, 10 Count, 250mg THC","02/2021","260,445.20819"
"Source Cannabis - Quest - Flower (Gram)","04/2020","259,102.994506"
"Caliva - Alien OG - Flower (Gram)","03/2020","258,981.72197099996"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 50ml, 150mg THC, 450mg CBD","09/2021","258,895.362813"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","01/2021","258,076.81595700004"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","10/2018","257,735.37118"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","12/2020","257,484.57106800002"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","02/2019","257,219.87664099998"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","09/2019","256,747.38598899997"
"Caliva - Alien OG - Flower (Gram)","04/2020","256,704.30200399997"
"THC Design - Crescendo - Flower (Gram)","02/2020","256,468.993264"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","11/2020","256,307.00105299999"
"Level - ProTab - Indica, 10 Count, 250mg THC","01/2019","255,912.2313"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","03/2020","255,654.08579900002"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","04/2020","255,214.30209900002"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","09/2019","255,191.53665199998"
"Source Cannabis - Quest - Flower (Gram)","05/2019","254,782.12864700003"
"Connected Cannabis Co. - Gushers - Flower (Gram)","01/2019","254,247.31615700002"
"Connected Cannabis Co. - Gushers - Flower (Gram)","08/2021","253,868.432767"
"Connected Cannabis Co. - Gushers - Flower (Gram)","05/2020","252,651.13625799998"
"Concentrate - Strain Blends - Oil Cartridge","11/2019","251,938.06189299986"
"Fun Uncle - Shotgun OG - Flower (Gram)","05/2019","251,597.19398"
"Concentrate - Strain Blends - Distillate Cartridge","05/2020","249,237.51792700007"
"Concentrate - Strain Blends - Oil Cartridge","06/2019","249,082.983006"
"Concentrate - Strain Blends - Oil Cartridge","10/2019","248,722.29490000015"
"Level - ProTab - Indica, 10 Count, 250mg THC","06/2021","248,627.307429"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","01/2019","248,076.868664"
"Level - ProTab - Sativa, 10 Count, 250mg THC","06/2021","247,000.79008700003"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","03/2021","246,845.265394"
"Kiva Confections - Terra Bites - Blueberry, 20 Count, 100mg THC","09/2021","246,632.251785"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","11/2018","246,411.99000400002"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","08/2020","245,659.77618000002"
"Up North Humboldt - Durban Poison - Flower (Gram)","04/2019","245,069.86193699998"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","05/2020","244,855.16887400002"
"Stiiizy - Vape Pen","01/2020","243,979.23068100004"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","04/2021","243,773.205897"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","09/2021","243,308.52333700005"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","11/2018","243,273.180826"
"Pacific Stone - Private Reserve OG - Flower (Gram)","02/2021","243,159.65037400002"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","07/2021","243,017.99472299998"
"Pacific Stone - Private Reserve OG - Flower (Gram)","04/2021","241,680.728317"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","06/2021","240,961.71769199998"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC","05/2019","240,274.671179"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","03/2020","239,953.70484700002"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","10/2020","239,503.430084"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","11/2019","238,316.86763"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","09/2021","237,847.455879"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","06/2020","237,411.39048300002"
"Source Cannabis - Quest - Flower (Gram)","11/2018","235,974.54884799998"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","05/2021","235,268.64221700002"
"Concentrate - Strain Blends - Distillate Cartridge","02/2019","234,387.079694"
"Level - ProTab - Sativa, 10 Count, 250mg THC","08/2021","234,359.99162200003"
"Level - ProTab - Indica, 10 Count, 250mg THC","02/2019","234,164.08894500002"
"Level - ProTab - Indica, 10 Count, 250mg THC","09/2021","233,997.676074"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","10/2018","233,962.737447"
"Level - ProTab - Indica, 10 Count, 250mg THC","08/2021","232,601.87469099998"
"Pacific Stone - Private Reserve OG - Flower (Gram)","07/2019","232,130.795164"
"Up North Humboldt - Durban Poison - Flower (Gram)","10/2018","232,056.73807700005"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","12/2020","231,877.83153700002"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","05/2019","230,781.04026699997"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC","12/2018","230,731.69530500003"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","03/2020","230,422.27541399997"
"Plus Products - Gummies - Indica - Unwind - Blackberry Lemon, 20 Count, 90mg THC, 10mg CBD","09/2021","230,409.283727"
"Concentrate - Strain Blends - Live Resin","10/2019","230,391.66873399977"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","05/2021","230,377.900157"
"Level - ProTab - Indica, 10 Count, 250mg THC","11/2018","230,327.691672"
"Pacific Stone - Private Reserve OG - Flower (Gram)","04/2020","229,983.61806000004"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","09/2021","229,632.01932800002"
"Concentrate - Strain Blends - Distillate Cartridge","02/2020","229,436.21015799994"
"Stiiizy - Vape Pen","11/2019","228,066.686807"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","03/2021","227,353.98884"
"Concentrate - Strain Blends - Live Resin","07/2019","227,090.90884899988"
"Pacific Stone - Private Reserve OG - Flower (Gram)","08/2021","226,008.67698299998"
"Connected Cannabis Co. - Gushers - Flower (Gram)","10/2020","225,741.28877"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","10/2020","224,682.85905700002"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","02/2021","223,276.03334000002"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","10/2020","222,821.57702400003"
"Level - ProTab - Indica, 10 Count, 250mg THC","12/2018","222,242.040563"
"Up North Humboldt - Durban Poison - Flower (Gram)","10/2020","222,155.861922"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","11/2020","222,073.299612"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","06/2021","221,663.85426300002"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","11/2020","221,214.949274"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","08/2021","220,831.464211"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","10/2018","220,648.95856499998"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","01/2021","220,235.90044000003"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","08/2021","219,528.06822199997"
"Level - ProTab - Sativa, 10 Count, 250mg THC","09/2021","218,773.832936"
"Connected Cannabis Co. - Gushers - Flower (Gram)","09/2021","217,982.882422"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","01/2020","217,552.21449999997"
"Fun Uncle - Shotgun OG - Flower (Gram)","04/2019","216,851.10604699998"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","02/2020","216,526.066188"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","02/2020","213,687.658646"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","06/2019","213,392.442784"
"Level - ProTab - Sativa, 10 Count, 250mg THC","02/2019","213,376.24727899997"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","04/2020","213,145.1886"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","12/2020","212,797.626111"
"Pacific Stone - Private Reserve OG - Flower (Gram)","03/2021","211,676.885154"
"Fun Uncle - Shotgun OG - Flower (Gram)","11/2019","211,548.544687"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","07/2021","211,454.835377"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","11/2020","210,580.249493"
"Connected Cannabis Co. - Gushers - Flower (Gram)","05/2021","209,950.07009899998"
