Months,Brand,Total Sales ($)
01/2020,Eden Extracts,"152,916.96270400000"
01/2020,Edi Pure,348.004049
01/2020,Edibles,"502,960.5862150010"
01/2020,Eel River Organics,"187,945.4697820000"
01/2020,Eighth Brother,"418,503.052476"
01/2020,Elefante,"63,793.92604600000"
01/2020,Elements,"7,615.179402"
01/2020,Elyon Cannabis,"1,044,812.732231"
01/2020,Ember Valley,"1,613,195.0530120000"
01/2020,Emerald Bay Extracts,"58,900.669948000000"
01/2020,Emerald Family Farms,"25,521.036610000000"
01/2020,Emerald Grown,"78,022.29161200000"
01/2020,Emerald Queen Farms,"32,529.750669"
01/2020,Emerald Sky,"328,855.10543700000"
01/2020,Empire Cannabis Company,"26,234.38425900000"
01/2020,Enjoyable Edibles,"38,879.59297200000"
01/2020,Equilibrium Genetics,"14,857.930685"
01/2020,Errl Hill,"18,376.270281000000"
01/2020,Ervana,"84,561.7193"
01/2020,Eureka Vapor,"75,169.50331900000"
01/2020,Exxus Vape,"4,632.268271000000"
01/2020,Eyce LLC.,"11,111.105323"
01/2020,Fade Company,"154,916.124301"
01/2020,Farmaceuticals Company,"37,457.788079"
01/2020,Farmacy Phactory,"10,582.535322"
01/2020,Farmer Max,"37,960.310073"
01/2020,Farmer's Reserve,"7,255.974681000000"
01/2020,Feeling Frosty,"1,748.80631"
01/2020,Fiddler's Greens,"92,387.24185500000"
01/2020,Field Extracts,"628,180.5590460010"
01/2020,Fig Farms,"668,731.6128380000"
01/2020,Finch & Sons,659.355893
01/2020,Fiori,"31,712.407207"
01/2020,Fire Cut LLC,"10,069.536007"
01/2020,Fire King,"49,096.68128100000"
01/2020,Five Star Extracts,"60,141.168623"
01/2020,Flav,"354,231.0513780000"
01/2020,Flavor,"342,778.61279500000"
01/2020,FloraCal Farms,"238,210.19811500000"
01/2020,Floracy,"18,545.583829"
01/2020,Flow Kana,"2,324,238.6084230000"
01/2020,Flower,"26,115,535.865568200"
01/2020,Flwr,"45,623.91827100000"
01/2020,Focus Concentrates,"71,227.12513500000"
01/2020,Fog City Farms,"70,700.65481000000"
01/2020,Forbidden Flowers,"37,666.103264"
01/2020,Foria,"92,217.07715700000"
01/2020,Formula 420,"1,561.674165"
01/2020,Foxworthy Farms,"276,859.3007490000"
01/2020,Fresh Baked (CA),"98,749.16187800000"
01/2020,Friendly Farms,"517,321.6779370010"
01/2020,Frost Los Angeles,"102,481.980621"
01/2020,Fruit Slabs,"56,867.689988"
01/2020,Fully Melted,"2,537.829361"
01/2020,Fun Uncle,"1,204,812.9885260000"
01/2020,Ganja Gold,"926,878.5496160000"
01/2020,Garden Society,"166,959.85490100000"
01/2020,Gas Cannabis Company,"170,176.45918200000"
01/2020,Gas House (CA),"123,078.68025500000"
01/2020,Genius Products,"98,182.81153800000"
01/2020,Get Zen,"74,429.906098"
01/2020,Gilt,"10,191.034582"
01/2020,Glass House Farms,"278,262.6075880000"
01/2020,Gold Coast Distribution,"4,547.402681"
01/2020,Gold Coast Gardens,"58,565.830168000000"
01/2020,Gold Drop,"271,472.9020650000"
01/2020,Gold Flora,"228,575.39298400000"
01/2020,Gold Seal Farms,"534,576.4077040000"
01/2020,Golden Barn,"12,786.054462"
01/2020,Goldenseed,"6,434.273427"
01/2020,Good Flower,"1,349,850.5092990000"
01/2020,Good Stuff Beverage Co,"54,736.532568000000"
01/2020,Grav Labs,"30,372.225173"
01/2020,Green Dawg Collective,"23,024.929639000000"
01/2020,Green Peakz (CA),"13,668.016948"
01/2020,Green State of Mind,"4,276.890103000000"
01/2020,Greenline Organic Nurseries,"45,191.024364"
01/2020,Greenshock Farms,"16,647.411933000000"
01/2020,Grenco Science,"12,601.344961"
01/2020,Grizzly Peak Farms (CA),"430,109.21629600000"
01/2020,Guild Extracts,"274,072.55790400000"
01/2020,Gummi Cares,"94,601.806354"
01/2020,Habit,"25,267.753103000000"
01/2020,Half Lit,"20,102.038403000000"
01/2020,Happy Sac,"50,226.15361200000"
01/2020,Happy Sticks,"331,853.44393800000"
01/2020,Hash Bone,"151,865.893584"
01/2020,Headlight Cannabis Co,"8,778.298988"
01/2020,HeadStash Cannabis,"107,729.776842"
01/2020,Heady Flower Company,"41,431.979722000000"
01/2020,Heavenly Sweet Medibles,"150,351.89291100000"
01/2020,Heavy Grass,"16,065.921041"
01/2020,Heavy Hitters,"3,998,445.350386000"
01/2020,Hella Dank,"75,864.777848"
01/2020,Henry's Original,"2,061,610.4539310000"
01/2020,Her Highness,"3,651.5037240000000"
01/2020,Herbology,"2,489.855261"
01/2020,Heshies,"1,523.705073"
01/2020,Hi,"50,150.83647300000"
01/2020,Higgs,"42,454.020804"
01/2020,High Caliber Organics,"108,019.32780500000"
01/2020,High Garden,"743,394.433763"
01/2020,High Hemp Herbal Wraps,"9,198.680178000000"
01/2020,High Noon Collective,"1,712.9902030000000"
01/2020,High Season,"180,212.95172300000"
01/2020,High Style,"9,712.291664"
01/2020,Higher Veda,897.739142
01/2020,Highrize,"216,423.857984"
01/2020,Himalaya,"834,792.5398749990"
01/2020,Hollister Cannabis Co,"21,765.497106"
01/2020,Holy Smokes,"76,204.100484"
01/2020,Honey Pot,"26,702.959718"
01/2020,Honey Vape,"71,798.842863"
01/2020,HoneyButter,"83,633.65598800000"
01/2020,Honeydew Farms,"345,047.01468400000"
01/2020,HoneyLeaf,"196,429.39164900000"
01/2020,Hot Nife,"16,895.721752"
01/2020,Hotbox,"92,267.70402100000"
01/2020,House Weed,"549,929.0140610000"
01/2020,Humble Cannabis Company,"29,494.92551200000"
01/2020,Humble Flower Company,"80,056.304183"
01/2020,Humboldt Apothecary,"203,528.60206600000"
01/2020,Humboldt Brothers,"30,114.594239000000"
01/2020,Humboldt County Indoor,"821,137.59167"
01/2020,Humboldt Farms,"2,715,305.4946880000"
01/2020,Humboldt Growers Network,"16,659.338264000000"
01/2020,Humboldt Harvest,"19,147.778617000000"
01/2020,Humboldt Kingz,"71,401.406621"
01/2020,Humboldt Seed Company,"137,423.05203200000"
01/2020,Humboldt Terp Council,"43,873.61892000000"
01/2020,Humboldt Trees,"83,079.358294"
01/2020,Humboldt's Finest,"356,419.1380610000"
01/2020,Hydrotic,"34,544.605467"
01/2020,I-Tal,"1,018.346965"
01/2020,IC Collective,"421,256.643622"
01/2020,Ignite Cannabis Company,"8,408.390454000000"
01/2020,Imperial Extracts,"38,074.454558"
01/2020,Infused Pre Roll,"320,693.9895250000"
01/2020,Inhalence,"79,538.493112"
01/2020,Ionic,"11,661.517795"
01/2020,Iron Tree,"39,124.427106"
01/2020,Island Cannabis Company,"1,064,756.6291940000"
01/2020,Jade Nectar,"345,384.6258760000"
01/2020,Jahlibyrd,"394,933.4712710000"
01/2020,Jayden's Juice,"81,133.29566700000"
01/2020,Jeeter,"371,540.4800520000"
01/2020,JEF,"175,630.43219800000"
01/2020,Jefe,"4,095.4521180000000"
01/2020,Jetty Extracts,"3,276,941.292215"
01/2020,Joiant,"28,098.865571000000"
01/2020,Josh D,"138,907.75555300000"
01/2020,Juicy Jay's,"1,039.8791680000000"
01/2020,Juna,"49,391.05847900000"
01/2020,Juniper,"36,739.428228"
01/2020,Kaizen Medicinals,"246,507.094988"
01/2020,Kalya Extracts,"53,467.967112000000"
01/2020,Kanebes,"26,362.413754"
01/2020,Kanehco,"209,293.05578800000"
01/2020,Karma,"92,971.40808"
01/2020,Keef Cola,"62,770.878143"
01/2020,Key,"15,080.990708"
01/2020,KGB Reserve,"88,067.97492300000"
01/2020,Khemia,"36,085.62874100000"
01/2020,Kikoko,"287,346.15574700000"
01/2020,Kin Slips,"233,367.904981"
01/2020,Kind Medicine,"78,107.35580300000"
01/2020,King Palm,"7,420.4803950000000"
01/2020,Kingpen,"1,049,208.436342"
01/2020,Kings Garden,"1,931,010.1116980000"
01/2020,Kiskanu,"8,725.141299"
01/2020,Kiva Confections,"6,084,756.131459000"
01/2020,Knbis,"353,672.1055230000"
01/2020,Kolas,"2,922.071736"
01/2020,Korova,"631,259.6123150000"
01/2020,Krush Kings,"191,812.715906"
01/2020,Kuda Cannabis,"5,654.945613"
01/2020,Kurvana,"1,174,577.3931470000"
01/2020,Kush Queen Cannabis,"68,948.418891"
01/2020,Kushy Punch,"245,167.80348"
01/2020,La Familia,"30,988.919506000000"
01/2020,La Haute,"8,767.631933000000"
01/2020,La Vida Verde,"47,748.26692900000"
01/2020,Lazy 8 Bakery,"11,367.034384000000"
01/2020,Leef Organics,"12,874.671125000000"
01/2020,Legacy Strains,"210,038.599495"
01/2020,Legion Of Bloom,"1,190,071.1873170000"
01/2020,Lemonnade,"41,833.939459"
01/2020,Leune,"122,109.793644"
01/2020,Level,"1,732,757.9159440000"
01/2020,Lift Ticket Laboratories,"236,885.45757400000"
01/2020,Lightly Lifted,"38,044.120622000000"
01/2020,Liquid Flower,"69,467.629353"
01/2020,LitHouse,"419,733.13026400000"
01/2020,Littles,"593,056.3438600000"
01/2020,Loaded Co.,"3,362.3918000000000"
01/2020,Lobo Cannagar,"103,898.65333900000"
01/2020,Lokey Farms,"12,661.992958000000"
01/2020,Lola Lola,"410,533.47130200000"
01/2020,Lolo,"41,696.09990300000"
01/2020,Los Angeles Flower Company,"17,651.814004"
01/2020,Los Angeles Kush,"674,133.9340370000"
01/2020,Lost Coast Exotics,"9,092.049379"
01/2020,Lost Creek,"4,355.66202"
01/2020,Loud Brands USA,"12,838.094357000000"
01/2020,Loudpack,"819,016.3386130000"
01/2020,Lowell Herb Company,"3,830,030.605946000"
01/2020,Loyal Oil Co.,"3,600.799666"
01/2020,LTRMN Distribution House,"12,657.531256000000"
01/2020,Lucid Botanicals,"55,978.165086"
01/2020,Lunchbox Alchemy,"12,909.809489"
01/2020,Luv Buds,"21,745.143712000000"
01/2020,Made From Dirt,"21,325.594092"
01/2020,Madrone Grown,"745,214.5840130000"
01/2020,Making You Better Brands,"2,954.772176"
01/2020,Manzanita & Madrone,"299,367.4993730000"
01/2020,Marley Natural,"1,308,829.3641900000"
01/2020,Mary Mary,"28,443.930992000000"
01/2020,Mary's Medicinals,"1,418,111.9544540000"
01/2020,Marygold,"133,402.58227200000"
01/2020,Master Growers,"8,088.3836"
01/2020,Maven,"301,995.0837460000"
01/2020,MC Farmaceuticals,"16,942.304567000000"
01/2020,Medcare Farms,"98,634.82469200000"
01/2020,Medicine Box,"16,399.222987000000"
01/2020,Mellow's,"23,636.41399900000"
01/2020,Mendo Cannabis Company,"9,067.563643000000"
01/2020,Mind Your Head,"250,974.969398"
01/2020,Mindy's,"31,715.36343400000"
01/2020,Mirth Provisions,"62,205.296236000000"
01/2020,Miss Mirum's ,"43,314.788762000000"
01/2020,Monterey Kush Co,"306,004.1108140000"
01/2020,Mood33,"7,490.211231000000"
01/2020,Moon Bar,"229,210.01609700000"
01/2020,Moon Lion Cannascience ,"30,480.686339000000"
01/2020,Mother Humboldt's,"13,268.681476"
01/2020,Mount Joy Sparkling Water,469.810264
01/2020,Moxie Seeds & Extracts,"1,361,775.4150830000"
01/2020,Mr. Moxey's Mints,"208,030.41752100000"
01/2020,My Best Bud,"13,761.872882"
01/2020,Mystic Herbal Care,"4,287.377262"
01/2020,N-Fuzed,"7,806.640388"
01/2020,Nasha Extracts,"539,921.6376390000"
01/2020,Native Humboldt Farms,"3,690.738856"
01/2020,Nectar Collector,"1,541.263587"
01/2020,Neutron Genetics,"12,936.788991"
01/2020,New Frontier Brewing,"1,652.7985510000000"
01/2020,New Leaf Family Farms,"13,117.718215"
01/2020,Newell's Botanicals ,"4,037.557934"
01/2020,North Country Pharms,"64,171.140827000000"
01/2020,Northern Emeralds,"445,429.12770900000"
01/2020,NUG (CA),"1,590,048.7011580000"
01/2020,Nuvata,"244,894.616592"
01/2020,O.pen,"563,223.0678740000"
01/2020,OCB Papers,"3,068.547907"
01/2020,Occidental Hills,"15,993.632252"
01/2020,Ocean Cannabis Company,"159,587.93596200000"
01/2020,Ocean Grown Extracts,"23,299.480298000000"
01/2020,Old Pal,"921,803.4893709990"
01/2020,OLO,"26,243.026583"
01/2020,Om Edibles,"251,433.08972300000"
01/2020,Omega Trees,"9,898.349939000000"
01/2020,Omura,"1,799.0283750000000"
01/2020,Orange Chronic,"1,323.025255"
01/2020,Orchid Essentials,"437,362.61362"
01/2020,Original Pot Co,"24,602.226285000000"
01/2020,Outco,"481,183.0189690000"
01/2020,Outpost Cannabis Co.,"37,516.534206"
01/2020,Pacific Cultivation,"141,294.688225"
01/2020,Pacific Reserve ,"1,566,236.5186450000"
01/2020,Pacific Stone,"3,968,822.4879500000"
01/2020,Packwoods,"85,588.919635"
01/2020,Paleo Paw,"1,234.325361"
01/2020,Pantry,"13,919.870756"
01/2020,Papa & Barkley,"3,466,014.816381000"
01/2020,Papa's Herb,"29,666.839760000000"
01/2020,Paradiso Gardens,"128,933.32670300000"
01/2020,Party Time Farms,"83,027.62021700000"
01/2020,Passiflora,"234,800.88954200000"
01/2020,Pax Vaporizers,"239,513.97121700000"
01/2020,Peak Industries,"37,540.138991"
01/2020,Pearl Pharma,"162,404.34361600000"
01/2020,PFFN,"35,344.701693000000"
01/2020,Phinest Cannabis,"77,657.85516300000"
01/2020,Pina,"9,731.736173"
01/2020,Platinum Vape,"1,198,941.770749000"
01/2020,Plug and Play,"482,318.91777700000"
01/2020,Plus Products,"3,004,962.173806000"
01/2020,Pop-Up Potcorn,"23,472.133263000000"
01/2020,Poseidon Estate,"4,723.048989"
01/2020,Potli,"16,403.432761"
01/2020,Potters Cannabis Co,"234,740.008784"
01/2020,Prana (CA),"103,930.12298600000"
01/2020,Pre Rolled,"4,200,079.710072010"
01/2020,Presidential Rx,"179,817.98388900000"
01/2020,Private Label,"1,494,163.354787000"
01/2020,ProCana (CA),"200,761.92259700000"
01/2020,Professor Snook's,"17,180.978051"
01/2020,Proof,"344,245.64180400000"
01/2020,Puff Co.,"119,437.05839900000"
01/2020,Puff Preroll,"378,224.89268000000"
01/2020,Punch Edibles,"112,061.41959800000"
01/2020,Pure Beauty,"522,493.4010640000"
01/2020,Pure Plant Herbals,"28,581.152734"
01/2020,Pure Ratios ,"7,295.897203"
01/2020,Pure Vape,"325,170.7243670000"
01/2020,PUREXTRACTS,"1,991,812.6531400000"
01/2020,Purity Petibles,"5,977.163833"
01/2020,Purple City Genetics ,"299,971.6728240010"
01/2020,Quid Strips,"8,455.097391"
01/2020,Quim Rock,"32,785.253729"
01/2020,RA' Flower Brands,"12,669.945536"
01/2020,Rad Extracts,"37,837.126242"
01/2020,Randy's,92.110253
01/2020,Raw,"76,740.876787"
01/2020,Raw Garden,"15,886,662.878697000"
01/2020,Rebel Coast Winery,"56,178.239172"
01/2020,Red Phi,"7,521.018024000000"
01/2020,Redwood Remedies,"191,828.56536200000"
01/2020,Region Cannabis,"72,341.65050000000"
01/2020,REL Vape,"23,253.617084000000"
01/2020,Remedi,"94,015.01353"
01/2020,Revive Organics,"23,441.290611000000"
01/2020,RHO Phyto,803.731519
01/2020,Rich and Ruthless,"41,507.98828400000"
01/2020,Rio Vista Farms,"4,481.971095"
01/2020,Ritual,"4,113.058604"
01/2020,Riverview Farms,"146,978.473916"
01/2020,Roam,"11,840.109992"
01/2020,Ronen,"46,870.705165000000"
01/2020,Root of it All,"11,373.553335"
01/2020,Roots,"35,201.641229"
01/2020,Rose Los Angeles,"87,564.890688"
01/2020,Rosette Wellness,"69,367.29780600000"
01/2020,ROVE Brands,"996,241.0536630000"
01/2020,Royal Blunts,619.1055780000000
01/2020,Royal Key Organics,"80,999.42467400000"
01/2020,Royal Tree (CA),"116,288.55125300000"
01/2020,Runtz,"130,555.353697"
01/2020,Ryot,"4,578.21576"
01/2020,Saints,"20,939.604626000000"
01/2020,Saka,"2,925.6039220000000"
01/2020,Sana Sana Wellness,"3,739.0526020000000"
01/2020,Santa Cruz Canna Farms,"132,397.902505"
01/2020,Santa Cruz Roots ,"129,705.73175700000"
01/2020,Santa Cruz Shredder,"12,363.386894000000"
01/2020,Santa Cruz Veterans Alliance,"197,651.86098500000"
01/2020,Satori Chocolates (CA),"195,508.58003"
01/2020,Saucey Farms ,"237,889.481107"
01/2020,Seeba Creek,"88,018.695338"
01/2020,Seeds-Clones,"14,729.628729000000"
01/2020,Select Oil,"7,059,949.831141990"
01/2020,Sense (CA),"40,447.24090800000"
01/2020,Sensi Chew (CA),"291,511.12860900000"
01/2020,Sessions Supply Co,"338,589.18104900000"
01/2020,Seven Leaves,"27,983.170726000000"
01/2020,SF Cultivator,"160,759.351172"
01/2020,SF Roots,"95,770.20862400000"
01/2020,Shade,"8,194.934074000000"
01/2020,Shake,"391,052.68303000000"
01/2020,SharpStone Grinders,"2,719.4592650000000"
01/2020,Sherbinski,"120,227.391523"
01/2020,Shine Papers,556.860689
01/2020,Shoogies,779.525232
01/2020,Shorty's,"338,882.071623"
01/2020,Simply Cannabis,"84,785.32641100000"
01/2020,Skunk Factory,"2,692.2459630000000"
01/2020,Skunk Feather Concentrates,"275,971.9809170000"
01/2020,Smoakland Organix,"93,012.934469"
01/2020,Smokebuddy,"3,430.389707"
01/2020,Smokiez,"2,572,301.405316000"
01/2020,Smooth,"43,094.79282400000"
01/2020,Sol Selects,"125,491.42250800000"
01/2020,SolDaze Snacks,"46,924.91451300000"
01/2020,Somatik,"55,385.00965800000"
01/2020,Sonder,"32,078.185178"
01/2020,Sonoma Pacific,"149,127.14602200000"
01/2020,Soul Sugar Kitchen (CA),"7,322.034089"
01/2020,Source Cannabis,"1,448,589.6557840000"
01/2020,Sovereign Wellness,"135,128.89569700000"
01/2020,Space Coyote,"223,347.12444600000"
01/2020,Space Gem Candy,"298,887.59592900000"
01/2020,Spirulinex,857.2778
01/2020,Splatter Lab Extracts,"12,567.453236000000"
01/2020,St. Ides,"15,184.230164000000"
01/2020,Stash Logix,"2,795.771652"
01/2020,State Flower Cannabis,"241,499.26808600000"
01/2020,Stay Lit,256.09001
01/2020,Stick E Vape,"18,864.495418"
01/2020,Stiiizy,"5,297,512.105872000"
01/2020,Stokes Confections,869.290512
01/2020,Stone Road,"74,718.795932"
01/2020,Stonebush,832.110589
01/2020,Stoned Age Jerky,"9,838.544607000000"
01/2020,Strawberry Rocks,"3,087.996142"
01/2020,Sublime Canna,"1,574,669.5658530000"
01/2020,Summit Boys,"333,976.14965600000"
01/2020,Sundae School,"150,114.72083300000"
01/2020,Sunday Goods,"672,954.4438010000"
01/2020,Sunderstorm,"3,569,082.9841640000"
01/2020,Sunrise Mountain Farms,"13,750.809813000000"
01/2020,Suprize Suprize,"35,131.02744500000"
01/2020,Surplus Cartridge Co,"88,574.86909000000"
01/2020,Swami Select,"21,466.250943"
01/2020,Sweet ReLeaf(CA),"85,928.16135200000"
01/2020,Sweetwater Pharms,"31,124.024217000000"
01/2020,Talking Trees Farms,"218,474.76383300000"
01/2020,Team Elite Genetics,"112,792.19302900000"
01/2020,Temple Extracts,"25,460.011703000000"
01/2020,TerpX,"3,523.6115200000000"
01/2020,Tetra Labs,"189,183.02403100000"
01/2020,THC Design,"566,047.5158490000"
01/2020,The Bloom Brand,"1,127,188.4537990000"
01/2020,The Botanist,"4,791.004937"
01/2020,The Congo Club,"106,198.06655300000"
01/2020,The Cure Company,"217,047.763838"
01/2020,The Fire Society,"36,964.10138500000"
01/2020,The Hello Place,"8,824.977762"
01/2020,The Original Jack Herer,"196,138.66951400000"
01/2020,The Oz,"58,534.70216900000"
01/2020,The Plug LA,"403,534.951844"
01/2020,The Tinley Beverage Company,"10,541.394279"
01/2020,Therapy Tonics & Provisions,"4,614.772600000000"
01/2020,Three Kings Empire,"12,547.199527000000"
01/2020,Tikun,"166,582.40777200000"
01/2020,Tivus Exotic Cannabis,"24,452.057696000000"
01/2020,TKO Edibles,"1,912.7269700000000"
01/2020,Toast,"7,666.259582000000"
01/2020,Top Shelf Cultivation,"159,896.14568900000"
01/2020,Topical,"91,551.22882000000"
01/2020,Tradecraft Farms,"15,364.379212"
01/2020,Tree Base,"5,978.319135"
01/2020,Trinity Reserve,"87,973.461791"
01/2020,Triple 7,"315,488.575457"
01/2020,Triples,"144,320.570662"
01/2020,Trokie,"57,335.851161"
01/2020,True Humboldt,"140,456.115663"
01/2020,Tutti,"135,791.39612100000"
01/2020,Two Roots,"18,356.892588000000"
01/2020,Tyson Ranch,"111,079.82774600000"
01/2020,Up North Humboldt,"1,146,267.7628040000"
01/2020,Uptown Canna Co,"4,984.9876860000000"
01/2020,URBN Leaf,"17,889.360658000000"
01/2020,Ursa Extracts,"174,666.15587000000"
01/2020,Utopia Farms,"133,069.09126500000"
01/2020,Valhalla,"185,975.124487"
01/2020,Velvet Swing,"3,666.29988"
01/2020,Vessel,"4,312.913869"
01/2020,Vet CBD,"386,210.4547290000"
01/2020,Viola Extracts,"475,767.4974450000"
01/2020,Vive,"29,375.309973000000"
01/2020,W!NK,"2,438.4836570000000"
01/2020,Wally Ranchers,"55,648.84401800000"
01/2020,Wana Edibles,"262,432.57577600000"
01/2020,Weekenders,"16,438.497523"
01/2020,Wellgreens CA,"7,048.593174"
01/2020,West Coast Cure,"89,180.85836500000"
01/2020,West Coast Sunrise,"114,473.87069300000"
01/2020,West Coast Trading Company,"55,116.523997"
01/2020,Whoopi & Maya,453.283189
01/2020,WildLand Farm,"2,626.2880990000000"
01/2020,Willie's Reserve,"268,902.344792"
01/2020,Winberry Farms,"87,947.057226"
01/2020,Wonder Extracts,"124,196.95910200000"
01/2020,WonderBrett,"332,971.58651500000"
01/2020,Woodland Reserve,"4,740.336717000000"
01/2020,WOX,"90,871.15824400000"
01/2020,Wyld,"4,445,187.128210000"
01/2020,Yak Edibles,"33,081.724221"
01/2020,Your Highness,"3,378.295121"
01/2020,Yummi Karma,"398,581.5927520000"
01/2020,Zendo Edibles,"18,997.778495"
01/2020,Zig Zag,"11,969.717253000000"
02/2020,101 Cannabis Co.,"20,266.761007000000"
02/2020,11:11,"69,667.83418600000"
02/2020,1Lyfe,"575,230.461725"
02/2020,22 Red,"51,342.095152000000"
02/2020,3 Bros Grow,"227,941.631626"
02/2020,3 Leaf,944.611964
02/2020,3C Farms,"94,873.79327900000"
02/2020,710 Labs,"1,489,281.0529250000"
02/2020,A Golden State,"599,890.604433"
02/2020,Absolute Xtracts,"5,749,206.641053"
02/2020,Aces Extracts,"73,248.89761300000"
02/2020,Acme Elixirs,"324,927.3961030000"
02/2020,Advesa Wellness,734.571816
02/2020,AeroSpaced Grinders,"1,252.1226830000000"
02/2020,AiroPro,"466,147.828572"
02/2020,Albert Einstone's ,"205,655.70304200000"
02/2020,Alien Labs,"1,834,913.723524"
02/2020,Almora Farm,"116,855.419445"
02/2020,Alpine Vapor,"239,126.96142800000"
02/2020,Altai Brands,"26,195.342745"
02/2020,Americanna (CA),"55,767.62989700000"
02/2020,Amplified,"102,976.336967"
02/2020,Antidote,"46,443.970256000000"
02/2020,Apex Solutions,"462,760.55968000000"
02/2020,ApotheCanna,"96,749.940924"
02/2020,Arcturus Cannabis,"177,454.877744"
02/2020,Artet,"20,900.861399"
02/2020,Artisan Canna Cigars,"161,674.289651"
02/2020,Aster Farms,"144,004.341196"
02/2020,Atlas Edibles,"73,644.17574000000"
02/2020,Autumn Brands,"1,271,646.4799510000"
02/2020,Awesome Dope,"46,105.94414000000"
02/2020,Bad Apple,"234,826.00798200000"
02/2020,BadFish Extracts,"11,573.701652000000"
02/2020,Bae Vapes,"1,990.4526600000000"
02/2020,Bakked,"46,175.917435000000"
02/2020,Be More Blunt,"211,897.491095"
02/2020,Bear Labs,"140,091.334843"
02/2020,Beard Bros. Pharms,"4,245.635523"
02/2020,Beboe,"109,136.01072400000"
02/2020,Bee Line Hemp Wick,462.46841000000000
02/2020,Beezle Extract & Creamery ,"699,387.920833"
02/2020,Besito,"9,670.282507000000"
02/2020,Best Bargain,"2,577.0437890000000"
02/2020,Beyond,"5,089.976067"
02/2020,Bhang,"87,184.87187400000"
02/2020,Bic,"72,689.42039700000"
02/2020,Big Al's Exotics,"73,319.108825"
02/2020,Big Pete's Treats,"732,980.796636"
02/2020,Binske,"30,267.299328000000"
02/2020,Bio Hazard Inc.,"11,019.038021000000"
02/2020,Bird Valley Organics,"9,248.713163"
02/2020,Biscotti,"155,171.76852000000"
02/2020,Blank Bar,"64,985.62829000000"
02/2020,Blessed Extracts,"264,993.196383"
02/2020,Bloom Farms,"2,915,709.023337000"
02/2020,Blue River Extracts,"173,371.12704300000"
02/2020,Breez,"1,112,630.6270950000"
02/2020,Brite Labs,"289,717.62774100000"
02/2020,Brother David's,"44,305.46642700000"
02/2020,Brotherly Love Organics,"172,565.16036600000"
02/2020,Bubonic,"20,334.552237"
02/2020,Bud Technology,"33,103.12581600000"
02/2020,Budbud,"73,255.706691"
02/2020,Buddies,"1,467,699.4852830000"
02/2020,Buddy Buddy,"22,295.609328"
02/2020,Cali Green Gold,"25,186.399206000000"
02/2020,Cali Kosher,"372,555.81423200000"
02/2020,Cali Kush Farms,"176,191.414018"
02/2020,Cali Valy Farm,"145,090.329997"
02/2020,California CBD Company,"11,824.094458"
02/2020,California Dab Company,"330,048.420513"
02/2020,California Dreamin',"34,468.827351"
02/2020,California Platinum Farms,"36,097.141044"
02/2020,CaliHash,"65,847.32360100000"
02/2020,Caliva,"1,122,504.781707"
02/2020,Can of Bliss,"1,741.2668360000000"
02/2020,Cann (CA),"107,098.07689100000"
02/2020,Canna Hemp,"4,987.835979"
02/2020,Cannabiotix,"18,493.342148000000"
02/2020,Cannabis On Fire,"47,240.887801"
02/2020,CannaDips,"16,031.660150000000"
02/2020,Cannafornia,"89,120.54615000000"
02/2020,CannaKids,"26,787.65881"
02/2020,Cannamsterdam,"11,040.417465"
02/2020,Cannariginals,"16,966.286731"
02/2020,CannaStrips,"1,590.0754750000000"
02/2020,Cannavis,"27,379.921243000000"
02/2020,Cannawrap,687.273897
02/2020,Canndescent,"2,103,859.60255"
02/2020,Captain Kenny,"53,157.208802000000"
02/2020,Care By Design ,"2,343,793.132852"
02/2020,Carter's Aromatherapy Designs,"62,087.850683000000"
02/2020,Caviar Gold,"332,620.075207"
02/2020,CBD Alive,"82,918.37926300000"
02/2020,CBD Living Water,"4,324.408164"
02/2020,CCELL,"37,111.35898"
02/2020,Chalice Farms,"52,482.47306100000"
02/2020,Cheeba Chews,"663,815.61119"
02/2020,Chemistry,"429,075.69784300000"
02/2020,Cherry Kola Farms,"8,721.310096"
02/2020,Chil,"63,196.035868000000"
02/2020,Chill,"385,113.937488"
02/2020,Chong's Choice,"214,141.210212"
02/2020,Church Cannabis Company,"15,506.212446000000"
02/2020,Clarified Confections,"76,491.696631"
02/2020,Classix Strains,"399,280.572758"
02/2020,Claybourne Co.,"1,373,371.6996110000"
02/2020,Clearly California,"1,233.60673"
02/2020,Clipper Lighters,"9,878.344663"
02/2020,Clout King,"128,844.754841"
02/2020,Coastal Sun Cannabis,"408,176.63507800000"
02/2020,Cobra Extracts,"42,638.764999000000"
02/2020,Coda Signature,"124,318.520367"
02/2020,Concentrate,"1,695,673.3282890000"
02/2020,Connected Cannabis Co.,"3,090,378.593782000"
02/2020,Cookies,"612,507.9325870000"
02/2020,Correct Cannabis,"105,325.58082300000"
02/2020,Cosmic Cartridges,"15,955.098284000000"
02/2020,Cosmic Edibles,"11,897.075831"
02/2020,Cosmic View,"86,086.32256500000"
02/2020,CouchLock (CA),"66,694.083671"
02/2020,CQ,"215,614.22968700000"
02/2020,Craft Canna,"30,442.980608000000"
02/2020,Cream of the Crop Gardens,"1,071,869.1565580000"
02/2020,Creme De Canna,"42,821.609580000000"
02/2020,Creme Genetics,"624,901.817556"
02/2020,Cresco Cannabis,"977,421.1619140000"
02/2020,Critical Concentrates,"5,132.95088"
02/2020,Crown Genetics,"160,123.20262700000"
